,hero_heads_up,hero_stack_ratio
706,True,0.4146341463414634
707,True,0.20224719101123453
708,True,8.094339622641497
709,True,4.558441558441488
710,True,1.068669527896994
711,False,
712,True,0.413489736070381
713,True,2.3472222222222188
714,True,0.2354570637119105
715,False,
716,True,1.1137440758293802
717,True,0.9754098360655727
718,True,3.228070175438595
719,True,5.78873239436619
720,False,
721,True,1.4897959183673453
722,True,1.0470588235294103
723,True,3.1428571428571184
724,True,2.8253968253968247
725,True,3.5046728971962606
726,True,1.1682242990654161
727,False,
728,False,
729,True,0.8396946564885488
730,True,0.7378277153558043
731,True,1.0775862068965514
732,False,
733,False,
734,False,
735,False,
736,True,2.3472222222222223
737,True,0.36470588235294193
738,True,2.347222222222222
739,True,2.347222222222222
740,False,
741,True,12.937499999999911
742,False,
743,True,2.3706293706293695
744,True,2.3037037037037
745,True,1.2629107981220613
746,True,1.2523364485981303
747,True,1.6703296703296684
748,True,4.8780487804878
749,True,1.707865168539315
750,True,3.8199999999999976
751,True,0.2785145888594162
752,True,1.2418604651162786
753,True,3.819999999999999
754,True,7.0333333333332595
755,True,3.819999999999999
756,True,4.415730337078651
757,True,2.193103448275848
758,True,5.78873239436619
759,True,1.4343434343434351
760,True,1.2523364485981268
761,True,1.7861271676300585
762,True,5.861538461538425
763,True,6.896551724137882
764,True,0.2625368731563393
765,True,1.252336448598129
766,True,0.9016393442622946
767,True,0.8052434456928839
768,True,
769,True,2.8782608695652123
770,True,4.807228915662643
771,False,
772,True,1.3597883597883555
773,True,1.4774774774774773
774,True,1.241860465116278
775,True,4.728395061728358
776,True,1.692737430167594
777,False,
778,True,0.38509316770186197
779,True,1.2523364485981305
780,False,
781,True,11.812499999999789
782,True,0.5221843003412963
783,True,2.8253968253968234
784,True,2.855999999999968
785,True,1.3173076923076894
786,True,1.4591836734693835
787,True,0.04325699745546907
788,False,
789,True,1.9999999999999993
790,False,
791,True,12.77142857142852
792,True,1.146788990825688
793,False,
794,True,1.1327433628318566
795,True,2.343511450381677
796,False,
797,True,3.7722772277227703
798,True,1.0428571428571423
799,True,0.9754098360655735
800,False,
801,True,0.7185185185185192
802,False,
803,True,4.8780487804878
804,True,0.6223776223776215
805,True,0.6853146853146841
806,True,2.3706293706293575
807,False,
808,True,1.5915492957746413
809,True,0.9203187250996012
810,True,0.12895377128953708
811,True,4.415730337078651
812,True,1.1327433628318546
813,True,0.9279999999999998
814,True,3.833333333333339
815,True,2.8412698412698374
816,True,2.8253968253968242
817,True,3.7722772277227596
818,True,43.59999999999975
819,True,0.4382716049382712
820,True,2.0124999999999886
821,True,0.8396946564885479
822,True,2.031446540880494
823,True,4.4157303370786485
824,True,1.6067415730337014
825,True,1.3050847457627117
826,True,8.0943396226415
827,True,0.9754098360655733
828,True,1.975308641975309
829,True,3.5471698113207193
830,True,3.4629629629629597
831,True,1.1327433628318582
832,True,2.3472222222222228
833,True,5.788732394366195
834,True,8.11111111111087
835,True,3.596153846153818
836,True,1.132743362831858
837,True,1.9753086419753079
838,True,0.13053097345132753
839,True,0.038834951456310614
840,True,2.932203389830504
841,True,0.34636871508379874
842,True,0.6223776223776222
843,True,0.6811594202898559
844,True,0.6794425087108004
845,False,
846,False,
847,False,
848,True,5.772727272727233
849,True,0.6794425087108009
850,True,1.707865168539321
851,True,6.531249999999981
852,True,0.7918215613382887
853,False,
854,True,9.699999999999699
855,True,8.469387755102042
856,True,0.8396946564885465
857,True,0.5836177474402723
858,True,0.9754098360655735
859,True,0.8396946564885495
860,True,4.415730337078651
861,True,3.8199999999999976
862,True,2.474576271186391
863,True,2.3706293706293695
864,True,0.6357615894039723
865,True,1.0686695278969955
866,True,2.013513513513469
867,True,0.7022900763358809
868,True,2.4573643410852606
869,True,0.3607038123167167
870,True,34.69230769230751
871,True,1.8819875776397437
872,True,3.8199999999999936
873,True,5.984615384615341
874,False,
875,True,
876,True,2.8253968253968247
877,True,2.7796610169491287
878,True,1.4467005076142143
879,True,0.6641791044776116
880,True,0.2888888888888893
881,True,0.927999999999998
882,False,
883,False,
884,True,0.6159420289855113
885,True,5.788732394366185
886,True,1.1327433628318582
887,True,1.0686695278969953
888,True,3.228070175438595
889,True,1.4344262295081966
890,True,1.0775862068965514
891,True,0.1348600508905852
892,True,
893,True,1.2418604651162783
894,True,1.4591836734693864
895,True,0.9016393442622948
896,True,0.27472527472527497
897,True,2.4516129032257874
898,True,0.6630824372759834
899,True,1.068669527896995
900,True,0.14492753623188395
901,True,0.17766497461928923
902,False,
903,True,4.059829059829052
904,False,
905,True,1.2407407407407391
906,False,
907,True,0.3181818181818177
908,True,1.6976744186046464
909,True,0.557046979865771
910,True,0.38081395348837244
911,True,1.068669527896995
912,True,
913,True,2.213333333333333
914,True,1.335078534031406
915,False,
916,True,1.2418604651162781
917,True,0.9279999999999998
918,True,42.81818181818137
919,False,
920,True,1.6976744186046526
921,True,6.4153846153846095
922,False,
923,True,1.1359999999999983
924,True,12.771428571428526
925,True,1.8407643312101898
926,False,
927,True,0.8636363636363633
928,False,
929,True,4.807228915662634
930,True,27.352941176470434
931,True,2.338129496402873
932,False,
933,True,6.531249999999996
934,True,3.5046728971962584
935,True,0.699633699633698
936,True,1.797385620915027
937,True,1.9937888198757754
938,False,
939,True,4.878048780487804
940,True,1.0775862068965512
941,True,0.9279999999999987
942,True,1.8807339449541225
943,True,0.2785145888594164
944,True,1.317307692307689
945,True,8.094339622641503
946,True,1.6927374301675968
947,True,0.7759336099585039
948,True,3.8199999999999936
949,True,3.296296296296295
950,True,3.4705882352940955
951,True,0.7985074626865666
952,True,0.7851851851851841
953,True,0.9279999999999997
954,True,2.1298701298701266
955,True,1.5777777777777786
956,False,
957,True,1.2523364485981283
958,True,0.5806451612903201
959,True,2.347222222222221
960,True,1.5368421052631545
961,True,3.8199999999999905
962,True,2.8253968253968234
963,False,
964,True,9.255319148936133
965,True,0.8052434456928834
966,True,0.6397058823529433
967,True,1.053097345132743
968,True,7.592592592592588
969,True,0.9999999999999987
970,True,4.415730337078642
971,True,1.4550898203592788
972,True,9.095238095237834
973,False,
974,True,1.0775862068965516
975,True,0.2997198879551819
976,True,6.415384615384598
977,True,3.4599999999999866
978,True,0.4060606060606074
979,False,
980,True,7.039215686274039
981,False,
982,True,0.7985074626865666
983,True,3.0504201680672227
984,True,2.6249999999999973
985,True,1.1682242990654197
986,True,1.9753086419753105
987,True,3.0504201680672214
988,True,2.999999999999997
989,True,0.9016393442622936
990,False,
991,True,8.094339622641504
992,True,1.6777777777777785
993,False,
994,True,8.09433962264149
995,True,1.4953271028037365
996,True,1.459183673469387
997,False,
998,True,1.4421052631578917
999,True,2.682539682539682
1000,True,2.3437499999999964
1001,True,4.80722891566265
1002,True,21.30000000000003
1003,True,2.347222222222222
1004,True,4.35555555555554
1005,True,1.4597701149425295
1006,True,1.2307692307692295
1007,True,0.6794425087107995
1008,True,1.44859813084112
1009,True,5.7887323943661855
1010,True,1.0775862068965512
1011,True,
1012,True,1.5921787709497202
1013,True,0.7313432835820893
1014,True,2.685950413223144
1015,True,4.415730337078651
1016,True,2.347222222222222
1017,True,0.3981191222570524
1018,True,2.347222222222222
1019,False,
1020,False,
1021,True,1.1327433628318566
1022,True,1.3173076923076907
1023,True,0.562289562289562
1024,True,2.4117647058823546
1025,True,1.697674418604651
1026,False,
1027,True,0.19896640826873313
1028,True,
1029,True,0.7846153846153849
1030,True,3.819999999999998
1031,True,0.9754098360655735
1032,True,2.347222222222222
1033,True,1.5934065934065924
1034,True,0.6223776223776213
1035,True,2.022222222222206
1036,True,3.37735849056602
1037,False,
1038,True,2.8558558558558564
1039,False,
1040,True,3.819999999999999
1041,True,10.736842105263129
1042,True,2.8559999999999977
1043,True,2.8253968253968247
1044,False,
1045,True,3.772277227722771
1046,True,2.3472222222222214
1047,True,7.436363636363655
1048,True,2.012499999999995
1049,True,0.7657657657657457
1050,True,4.415730337078651
1051,False,
1052,True,2.347222222222222
1053,True,2.37062937062937
1054,True,2.3706293706293704
1055,True,3.084745762711861
1056,False,
1057,True,4.878048780487804
1058,True,0.8559999999999984
1059,True,8.0943396226415
1060,True,2.7876106194690333
1061,True,2.3706293706293695
1062,True,3.228070175438595
1063,True,1.0775862068965507
1064,True,0.9279999999999994
1065,True,3.4629629629629526
1066,True,0.9094650205761267
1067,True,2.3533834586466247
1068,True,0.685314685314684
1069,True,0.6853146853146839
1070,True,3.2988505747125862
1071,True,2.3706293706293695
1072,True,1.0775862068965507
1073,True,0.7185185185185184
1074,True,7.285714285714279
1075,True,0.5570469798657712
1076,True,2.855999999999993
1077,True,1.4591836734693842
1078,True,4.272727272727262
1079,True,1.1339285714285712
1080,True,1.187134502923981
1081,True,0.6630824372759825
1082,True,0.2960893854748603
1083,True,0.04977375565610855
1084,True,1.4467005076142119
1085,True,5.788732394366195
1086,True,0.341040462427746
1087,False,
1088,True,0.07906976744185976
1089,True,0.47301587301587206
1090,True,1.23076923076923
1091,True,4.355555555555553
1092,True,3.772277227722771
1093,True,4.41573033707865
1094,True,0.7918215613382871
1095,False,
1096,True,2.370629370629365
1097,True,0.254054054054054
1098,True,3.819999999999999
1099,True,1.3111111111111102
1100,True,0.2779369627507171
1101,False,
1102,True,0.798507462686565
1103,True,0.839694656488549
1104,True,1.0775862068965505
1105,True,0.7214285714285706
1106,True,0.6872727272727281
1107,True,0.6641791044776032
1108,True,0.2286501377410461
1109,True,2.3706293706293686
1110,True,1.8023255813953407
1111,True,1.9000000000000004
1112,False,
1113,True,1.2523364485981303
1114,True,1.1682242990654204
1115,True,1.068669527896995
1116,True,0.9754098360655737
1117,True,0.8396946564885486
1118,True,2.544117647058821
1119,True,3.5046728971962606
1120,True,6.531249999999992
1121,True,1.1682242990654137
1122,False,
1123,False,
1124,True,0.5067567567567547
1125,True,0.9279999999999993
1126,True,2.347222222222221
1127,True,1.2418604651162772
1128,True,0.9754098360655726
1129,False,
1130,False,
1131,True,1.0686695278969949
1132,True,1.1034482758620678
1133,True,1.9937888198757763
1134,True,2.0124999999999917
1135,True,1.241860465116278
1136,True,2.3706293706293704
1137,True,2.8253968253968207
1138,True,0.7709923664122135
1139,True,1.2418604651162755
1140,True,2.8559999999999977
1141,True,1.0686695278969938
1142,True,0.6167247386759566
1143,True,2.32835820895522
1144,True,3.462962962962962
1145,True,1.4591836734693873
1146,True,0.7214285714285706
1147,False,
1148,True,6.531249999999974
1149,True,0.9561403508771931
1150,True,0.46229508196721397
1151,True,3.976744186046462
1152,True,1.5624999999999916
1153,True,1.000000000000011
1154,True,1.697674418604646
1155,True,2.741935483870962
1156,True,1.4591836734693873
1157,False,
1158,True,0.012345679012344898
1159,True,1.3173076923076914
1160,True,1.2415458937198023
1161,True,1.0775862068965507
1162,True,0.6212121212121186
1163,True,4.415730337078648
1164,True,1.442105263157893
1165,True,2.437037037037033
1166,True,0.9279999999999995
1167,True,0.9279999999999988
1168,True,3.7835051546391685
1169,False,
1170,False,
1171,True,
1172,True,1.9753086419753085
1173,True,1.2523364485981305
1174,True,1.7078651685393191
1175,False,
1176,True,0.3027027027027016
1177,True,2.140845070422538
1178,True,0.3181818181818183
1179,True,0.44548286604361276
1180,True,1.4591836734693866
1181,True,2.151898734177209
1182,True,0.3449275362318831
1183,True,8.094339622641497
1184,True,0.014851485148516436
1185,True,0.15989159891598792
1186,True,1.869047619047619
1187,True,0.44444444444444386
1188,True,0.16000000000000006
1189,True,6.82456140350872
1190,True,2.347222222222222
1191,False,
1192,True,4.415730337078651
1193,True,
1194,True,0.9914163090128728
1195,False,
1196,True,1.1034482758620687
1197,True,1.132743362831854
1198,True,2.213333333333333
1199,True,1.0775862068965514
1200,True,1.25233644859813
1201,True,0.9279999999999998
1202,True,2.779661016949142
1203,True,1.8292682926829262
1204,True,0.341040462427745
1205,False,
1206,True,0.975409836065573
1207,True,6.24999999999997
1208,True,5.179487179487167
1209,True,1.4467005076142099
1210,True,2.347222222222222
