hand1_str,hand2_str,equity_hand1,equity_hand2
A3s,QQ,0.3254,0.6746
A3s,QJs,0.55315,0.44684999999999997
A3s,QTs,0.58175,0.41825
A3s,Q9s,0.59085,0.40915
A3s,Q8s,0.6023,0.39770000000000005
A3s,Q7s,0.58905,0.41095000000000004
A3s,Q6s,0.57845,0.42155
A3s,Q5s,0.58095,0.41905000000000003
A3s,Q4s,0.59775,0.40225
A3s,Q3s,0.76615,0.23385
A3s,Q2s,0.66555,0.33445
A3s,AJo,0.31045,0.68955
A3s,KJo,0.59675,0.40325
A3s,QJo,0.5776,0.4224
A3s,JJ,0.3278,0.6722
A3s,JTs,0.5339,0.46609999999999996
A3s,J9s,0.55795,0.44205000000000005
A3s,J8s,0.5649,0.43510000000000004
A3s,J7s,0.57535,0.42464999999999997
A3s,J6s,0.57585,0.42415
A3s,J5s,0.5856,0.4144
A3s,J4s,0.58795,0.41205
A3s,J3s,0.7645,0.23550000000000004
A3s,J2s,0.6544,0.3456
A3s,ATo,0.33355,0.66645
A3s,KTo,0.59635,0.40364999999999995
A3s,QTo,0.58205,0.41795000000000004
A3s,JTo,0.5719,0.42810000000000004
A3s,TT,0.33395,0.66605
A3s,T9s,0.5413,0.4587
A3s,T8s,0.54105,0.45894999999999997
A3s,T7s,0.56155,0.43845
A3s,T6s,0.59,0.41000000000000003
A3s,T5s,0.58865,0.41135
A3s,T4s,0.5929,0.4071
A3s,T3s,0.71355,0.28645
A3s,T2s,0.6188,0.3812
A3s,A9o,0.3669,0.6331
A3s,K9o,0.60025,0.39975000000000005
A3s,Q9o,0.60335,0.39664999999999995
A3s,J9o,0.58515,0.41485000000000005
A3s,T9o,0.57315,0.42684999999999995
A3s,99,0.33805,0.66195
A3s,98s,0.5352,0.4648
A3s,97s,0.5574,0.4426
A3s,96s,0.5906,0.4094
A3s,95s,0.61225,0.38775000000000004
A3s,94s,0.59685,0.40315
A3s,93s,0.76805,0.23195
A3s,92s,0.6248,0.3752
A3s,A8o,0.3732,0.6268
A3s,K8o,0.6225,0.37749999999999995
A3s,Q8o,0.60815,0.39185000000000003
A3s,J8o,0.58955,0.41045
A3s,T8o,0.58685,0.41315
A3s,98o,0.56685,0.43315000000000003
A3s,88,0.33815,0.66185
A3s,87s,0.53855,0.46145
A3s,86s,0.54175,0.45825000000000005
A3s,85s,0.56725,0.43274999999999997
A3s,84s,0.5782,0.42179999999999995
A3s,83s,0.7588,0.24119999999999997
A3s,82s,0.6227,0.37729999999999997
A3s,A7o,0.4154,0.5846
A3s,K7o,0.6175,0.38249999999999995
A3s,Q7o,0.60835,0.39165000000000005
A3s,J7o,0.6025,0.39749999999999996
A3s,T7o,0.59715,0.40285000000000004
A3s,97o,0.5825,0.4175
A3s,87o,0.5644,0.4356
A3s,77,0.3293,0.6707000000000001
A3s,76s,0.56955,0.43045
A3s,75s,0.5557,0.44430000000000003
A3s,74s,0.58235,0.41764999999999997
A3s,73s,0.7087,0.2913
A3s,72s,0.6286,0.37139999999999995
A3s,A6o,0.4472,0.5528
A3s,K6o,0.6113,0.38870000000000005
A3s,Q6o,0.62345,0.37655000000000005
A3s,J6o,0.605,0.395
A3s,T6o,0.60485,0.39515
A3s,96o,0.6004,0.39959999999999996
A3s,86o,0.5811,0.41890000000000005
A3s,76o,0.56405,0.43594999999999995
A3s,66,0.33885,0.66115
A3s,65s,0.56095,0.43905000000000005
A3s,64s,0.56665,0.43335
A3s,63s,0.68995,0.31005000000000005
A3s,62s,0.6456,0.35440000000000005
A3s,A5o,0.4761,0.5239
A3s,K5o,0.6265,0.37350000000000005
A3s,Q5o,0.62555,0.37444999999999995
A3s,J5o,0.6315,0.36850000000000005
A3s,T5o,0.62045,0.37955000000000005
A3s,95o,0.6193,0.38070000000000004
A3s,85o,0.5968,0.4032
A3s,75o,0.60215,0.39785000000000004
A3s,65o,0.57075,0.42925
A3s,55,0.3486,0.6514
A3s,54s,0.56245,0.43755
A3s,53s,0.7324,0.26759999999999995
A3s,52s,0.60395,0.39605
A3s,A4o,0.5017,0.49829999999999997
A3s,K4o,0.6389,0.3611
A3s,Q4o,0.6315,0.36850000000000005
A3s,J4o,0.6372,0.3628
A3s,T4o,0.62075,0.37925
A3s,94o,0.6292,0.3708
A3s,84o,0.6183,0.38170000000000004
A3s,74o,0.60695,0.39305
A3s,64o,0.59525,0.40475000000000005
A3s,54o,0.5837,0.4163
A3s,44,0.34805,0.65195
A3s,43s,0.70635,0.29364999999999997
A3s,42s,0.6139,0.3861
A3s,A3o,0.5235,0.47650000000000003
A3s,K3o,0.76455,0.23545000000000005
A3s,Q3o,0.7658,0.23419999999999996
A3s,J3o,0.76445,0.23555000000000004
A3s,T3o,0.7551,0.2449
A3s,93o,0.7599,0.24009999999999998
A3s,83o,0.75665,0.24334999999999996
A3s,73o,0.7378,0.2622
A3s,63o,0.73425,0.26575000000000004
A3s,53o,0.738,0.262
A3s,43o,0.7389,0.2611
A3s,33,0.36805,0.63195
A3s,32s,0.7184,0.28159999999999996
A3s,A2o,0.55395,0.44604999999999995
A3s,K2o,0.6712,0.3288
A3s,Q2o,0.6649,0.33509999999999995
A3s,J2o,0.6693,0.3307
A3s,T2o,0.66185,0.33814999999999995
A3s,92o,0.6729,0.32709999999999995
A3s,82o,0.65335,0.34665
A3s,72o,0.66855,0.33145
A3s,62o,0.6506,0.34940000000000004
A3s,52o,0.6435,0.35650000000000004
A3s,42o,0.6505,0.34950000000000003
A3s,32o,0.76895,0.23104999999999998
A3s,22,0.4993,0.5006999999999999
A2s,AKo,0.3007,0.6993
A2s,KK,0.328,0.6719999999999999
A2s,KQs,0.56515,0.43484999999999996
A2s,KJs,0.5646,0.4354
A2s,KTs,0.5472,0.4528
A2s,K9s,0.5773,0.42269999999999996
A2s,K8s,0.60465,0.39535
A2s,K7s,0.5821,0.41790000000000005
A2s,K6s,0.60615,0.39385000000000003
A2s,K5s,0.57915,0.42084999999999995
A2s,K4s,0.59565,0.40435
A2s,K3s,0.5968,0.4032
A2s,K2s,0.7306,0.2694
A2s,AQo,0.2895,0.7105
A2s,KQo,0.60255,0.39744999999999997
A2s,QQ,0.32775,0.67225
A2s,QJs,0.55315,0.44684999999999997
A2s,QTs,0.55465,0.44535
A2s,Q9s,0.5597,0.4403
A2s,Q8s,0.57345,0.42655
A2s,Q7s,0.609,0.391
A2s,Q6s,0.5772,0.42279999999999995
A2s,Q5s,0.58885,0.41115
A2s,Q4s,0.6139,0.3861
A2s,Q3s,0.62505,0.37495
A2s,Q2s,0.7679,0.23209999999999997
A2s,AJo,0.31325,0.68675
A2s,KJo,0.6003,0.39970000000000006
A2s,QJo,0.58655,0.41345
A2s,JJ,0.3176,0.6824
A2s,JTs,0.5313,0.4687
A2s,J9s,0.57065,0.42935
A2s,J8s,0.5609,0.43910000000000005
A2s,J7s,0.5674,0.4326
A2s,J6s,0.58095,0.41905000000000003
A2s,J5s,0.6055,0.39449999999999996
A2s,J4s,0.58855,0.41145
A2s,J3s,0.5914,0.40859999999999996
A2s,J2s,0.7746,0.22540000000000004
A2s,ATo,0.33855,0.66145
A2s,KTo,0.5992,0.40080000000000005
A2s,QTo,0.5734,0.4266
A2s,JTo,0.57985,0.42015
A2s,TT,0.32605,0.67395
A2s,T9s,0.53495,0.46504999999999996
A2s,T8s,0.55025,0.44975
A2s,T7s,0.55405,0.44594999999999996
A2s,T6s,0.58505,0.41495000000000004
A2s,T5s,0.59075,0.40925
A2s,T4s,0.6156,0.38439999999999996
A2s,T3s,0.5936,0.4064
A2s,T2s,0.72635,0.27364999999999995
A2s,A9o,0.3541,0.6458999999999999
A2s,K9o,0.61505,0.38495
A2s,Q9o,0.59265,0.40735
A2s,J9o,0.58245,0.41755
A2s,T9o,0.5681,0.43189999999999995
A2s,99,0.3265,0.6735
A2s,98s,0.5341,0.4659
A2s,97s,0.55445,0.44555
A2s,96s,0.5507,0.44930000000000003
A2s,95s,0.58505,0.41495000000000004
A2s,94s,0.59875,0.40125
A2s,93s,0.5951,0.40490000000000004
A2s,92s,0.72925,0.27075000000000005
A2s,A8o,0.35525,0.6447499999999999
A2s,K8o,0.61135,0.38865000000000005
A2s,Q8o,0.60495,0.39505
A2s,J8o,0.6032,0.39680000000000004
A2s,T8o,0.588,0.41200000000000003
A2s,98o,0.57825,0.42174999999999996
A2s,88,0.32355,0.67645
A2s,87s,0.53725,0.46275
A2s,86s,0.54445,0.45555
A2s,85s,0.5921,0.40790000000000004
A2s,84s,0.5764,0.4236
A2s,83s,0.58725,0.41274999999999995
A2s,82s,0.71245,0.28755
A2s,A7o,0.4167,0.5832999999999999
A2s,K7o,0.61715,0.38285
A2s,Q7o,0.61345,0.38654999999999995
A2s,J7o,0.60765,0.39235
A2s,T7o,0.5909,0.4091
A2s,97o,0.58885,0.41115
A2s,87o,0.5773,0.42269999999999996
A2s,77,0.34635,0.6536500000000001
A2s,76s,0.5537,0.44630000000000003
A2s,75s,0.55225,0.44775
A2s,74s,0.56225,0.43775
A2s,73s,0.57825,0.42174999999999996
A2s,72s,0.7213,0.27869999999999995
A2s,A6o,0.4548,0.5452
A2s,K6o,0.6146,0.38539999999999996
A2s,Q6o,0.6089,0.3911
A2s,J6o,0.62245,0.37755000000000005
A2s,T6o,0.60625,0.39375000000000004
A2s,96o,0.59185,0.40815
A2s,86o,0.5652,0.43479999999999996
A2s,76o,0.5688,0.4312
A2s,66,0.3277,0.6723
A2s,65s,0.5469,0.45309999999999995
A2s,64s,0.55285,0.44715000000000005
A2s,63s,0.56785,0.43215000000000003
A2s,62s,0.7028,0.2972
A2s,A5o,0.4634,0.5366
A2s,K5o,0.63075,0.36924999999999997
A2s,Q5o,0.61305,0.38695
A2s,J5o,0.6147,0.3853
A2s,T5o,0.62535,0.37465000000000004
A2s,95o,0.60905,0.39095
A2s,85o,0.60435,0.39564999999999995
A2s,75o,0.5872,0.41279999999999994
A2s,65o,0.57805,0.42195000000000005
A2s,55,0.3338,0.6662
A2s,54s,0.5536,0.4464
A2s,53s,0.57545,0.42455
A2s,52s,0.7152,0.28480000000000005
A2s,A4o,0.48615,0.5138499999999999
A2s,K4o,0.62905,0.37095
A2s,Q4o,0.62435,0.37565000000000004
A2s,J4o,0.6192,0.3808
A2s,T4o,0.62545,0.37455000000000005
A2s,94o,0.62185,0.37815
A2s,84o,0.60755,0.39244999999999997
A2s,74o,0.6012,0.39880000000000004
A2s,64o,0.59665,0.40335
A2s,54o,0.59285,0.40715
A2s,44,0.34,0.6599999999999999
A2s,43s,0.575,0.42500000000000004
A2s,42s,0.74825,0.25175000000000003
A2s,A3o,0.4672,0.5327999999999999
A2s,K3o,0.6242,0.3758
A2s,Q3o,0.6335,0.36650000000000005
A2s,J3o,0.6302,0.3698
A2s,T3o,0.63365,0.36634999999999995
A2s,93o,0.62175,0.37825
A2s,83o,0.62865,0.37134999999999996
A2s,73o,0.61075,0.38925
A2s,63o,0.6078,0.3922
A2s,53o,0.61005,0.38995
A2s,43o,0.60205,0.39795
A2s,33,0.3452,0.6548
A2s,32s,0.71005,0.28995000000000004
A2s,A2o,0.52775,0.47224999999999995
A2s,K2o,0.77475,0.22524999999999995
A2s,Q2o,0.7637,0.23629999999999995
A2s,J2o,0.7623,0.23770000000000002
A2s,T2o,0.76035,0.23965000000000003
A2s,92o,0.7598,0.24019999999999997
A2s,82o,0.71055,0.28945
A2s,72o,0.7239,0.2761
A2s,62o,0.75265,0.24734999999999996
A2s,52o,0.74845,0.25155000000000005
A2s,42o,0.76095,0.23904999999999998
A2s,32o,0.7579,0.24209999999999998
A2s,22,0.37835,0.62165
AKo,KK,0.29675,0.7032499999999999
AKo,KQs,0.70045,0.29955
AKo,KJs,0.69565,0.30435
AKo,KTs,0.70525,0.29474999999999996
AKo,K9s,0.711,0.28900000000000003
AKo,K8s,0.77305,0.22694999999999999
AKo,K7s,0.7067,0.2933
AKo,K6s,0.7111,0.28890000000000005
AKo,K5s,0.70935,0.29064999999999996
AKo,K4s,0.71635,0.28364999999999996
AKo,K3s,0.71635,0.28364999999999996
AKo,K2s,0.72625,0.27375000000000005
AKo,AQo,0.7378,0.2622
AKo,KQo,0.7486,0.25139999999999996
AKo,QQ,0.4233,0.5767
AKo,QJs,0.60315,0.39685000000000004
AKo,QTs,0.6084,0.39159999999999995
AKo,Q9s,0.62535,0.37465000000000004
AKo,Q8s,0.6257,0.37429999999999997
AKo,Q7s,0.6411,0.3589
AKo,Q6s,0.62475,0.37525
AKo,Q5s,0.64625,0.35375
AKo,Q4s,0.65195,0.34804999999999997
AKo,Q3s,0.63595,0.36405
AKo,Q2s,0.64255,0.35745000000000005
AKo,AJo,0.7349,0.2651
AKo,KJo,0.74185,0.25815
AKo,QJo,0.64635,0.35365
AKo,JJ,0.4325,0.5675
AKo,JTs,0.59955,0.40045
AKo,J9s,0.6041,0.39590000000000003
AKo,J8s,0.5998,0.4002
AKo,J7s,0.6078,0.3922
AKo,J6s,0.63945,0.36055000000000004
AKo,J5s,0.62695,0.37305
AKo,J4s,0.65215,0.34785
AKo,J3s,0.6471,0.3529
AKo,J2s,0.6353,0.3647
AKo,ATo,0.7407,0.2593
AKo,KTo,0.73755,0.26244999999999996
AKo,QTo,0.63935,0.36065
AKo,JTo,0.6199,0.3801
AKo,TT,0.42815,0.57185
AKo,T9s,0.5927,0.4073
AKo,T8s,0.6032,0.39680000000000004
AKo,T7s,0.6195,0.38049999999999995
AKo,T6s,0.613,0.387
AKo,T5s,0.63805,0.36195
AKo,T4s,0.6368,0.36319999999999997
AKo,T3s,0.64085,0.35914999999999997
AKo,T2s,0.6467,0.35329999999999995
AKo,A9o,0.739,0.261
AKo,K9o,0.75905,0.24095
AKo,Q9o,0.65975,0.34025000000000005
AKo,J9o,0.64625,0.35375
AKo,T9o,0.63895,0.36105
AKo,99,0.44295,0.55705
AKo,98s,0.60945,0.39054999999999995
AKo,97s,0.5949,0.4051
AKo,96s,0.599,0.401
AKo,95s,0.62065,0.37934999999999997
AKo,94s,0.6251,0.3749
AKo,93s,0.6494,0.3506
AKo,92s,0.63355,0.36645000000000005
AKo,A8o,0.73555,0.26444999999999996
AKo,K8o,0.767,0.23299999999999998
AKo,Q8o,0.66475,0.33525000000000005
AKo,J8o,0.66285,0.33714999999999995
AKo,T8o,0.64305,0.35695
AKo,98o,0.63715,0.36285
AKo,88,0.4486,0.5514
AKo,87s,0.58645,0.41355
AKo,86s,0.58765,0.41235
AKo,85s,0.61005,0.38995
AKo,84s,0.62385,0.37615
AKo,83s,0.62745,0.37255000000000005
AKo,82s,0.64385,0.35614999999999997
AKo,A7o,0.7313,0.26870000000000005
AKo,K7o,0.7603,0.23970000000000002
AKo,Q7o,0.68995,0.31005000000000005
AKo,J7o,0.67145,0.32855
AKo,T7o,0.658,0.34199999999999997
AKo,97o,0.6349,0.3651
AKo,87o,0.6325,0.36750000000000005
AKo,77,0.44185,0.5581499999999999
AKo,76s,0.596,0.404
AKo,75s,0.5991,0.40090000000000003
AKo,74s,0.6209,0.3791
AKo,73s,0.62695,0.37305
AKo,72s,0.63255,0.36745000000000005
AKo,A6o,0.7308,0.2692
AKo,K6o,0.714,0.28600000000000003
AKo,Q6o,0.669,0.33099999999999996
AKo,J6o,0.67715,0.32284999999999997
AKo,T6o,0.65315,0.34685
AKo,96o,0.65175,0.34824999999999995
AKo,86o,0.6365,0.36350000000000005
AKo,76o,0.61515,0.38485
AKo,66,0.4454,0.5546
AKo,65s,0.5808,0.4192
AKo,64s,0.5984,0.40159999999999996
AKo,63s,0.60875,0.39125
AKo,62s,0.63565,0.36434999999999995
AKo,A5o,0.71575,0.28425
AKo,K5o,0.7652,0.2348
AKo,Q5o,0.67465,0.32535000000000003
AKo,J5o,0.66945,0.33055
AKo,T5o,0.66465,0.33535000000000004
AKo,95o,0.65895,0.34104999999999996
AKo,85o,0.6565,0.3435
AKo,75o,0.6377,0.36229999999999996
AKo,65o,0.62215,0.37785
AKo,55,0.4549,0.5450999999999999
AKo,54s,0.5947,0.4053
AKo,53s,0.5949,0.4051
AKo,52s,0.627,0.373
AKo,A4o,0.7022,0.29779999999999995
AKo,K4o,0.7644,0.23560000000000003
AKo,Q4o,0.6744,0.3256
AKo,J4o,0.6762,0.3238
AKo,T4o,0.6779,0.32210000000000005
AKo,94o,0.6824,0.3176
AKo,84o,0.6664,0.3336
AKo,74o,0.64955,0.35045000000000004
AKo,64o,0.62525,0.37475
AKo,54o,0.61905,0.38095
AKo,44,0.4554,0.5446
AKo,43s,0.59315,0.40685000000000004
AKo,42s,0.61635,0.38365000000000005
AKo,A3o,0.73245,0.26754999999999995
AKo,K3o,0.7743,0.2257
AKo,Q3o,0.69155,0.30845
AKo,J3o,0.6827,0.3173
AKo,T3o,0.6707,0.32930000000000004
AKo,93o,0.67135,0.32865
AKo,83o,0.6648,0.33520000000000005
AKo,73o,0.66215,0.33785
AKo,63o,0.6451,0.3549
AKo,53o,0.63505,0.36495
AKo,43o,0.6344,0.36560000000000004
AKo,33,0.46955,0.53045
AKo,32s,0.6224,0.37760000000000005
AKo,A2o,0.7417,0.2583
AKo,K2o,0.719,0.281
AKo,Q2o,0.68165,0.31835
AKo,J2o,0.6875,0.3125
AKo,T2o,0.679,0.32099999999999995
AKo,92o,0.67725,0.32275
AKo,82o,0.6694,0.3306
AKo,72o,0.6742,0.3258
AKo,62o,0.66015,0.33985
AKo,52o,0.6504,0.3496
AKo,42o,0.6561,0.3439
AKo,32o,0.6559,0.34409999999999996
AKo,22,0.48015,0.5198499999999999
KK,KQs,0.86515,0.13485000000000003
KK,KJs,0.8563,0.14370000000000005
KK,KTs,0.84995,0.15005000000000002
KK,K9s,0.8698,0.13019999999999998
KK,K8s,0.9429,0.05710000000000004
KK,K7s,0.9347,0.06530000000000002
KK,K6s,0.9331,0.06689999999999996
KK,K5s,0.8808,0.11919999999999997
KK,K4s,0.8808,0.11919999999999997
KK,K3s,0.9448,0.05520000000000003
KK,K2s,0.94765,0.05235000000000001
KK,AQo,0.72055,0.27945
KK,KQo,0.9129,0.08709999999999996
KK,QQ,0.81405,0.18594999999999995
KK,QJs,0.8292,0.17079999999999995
KK,QTs,0.8079,0.19210000000000005
KK,Q9s,0.8133,0.18669999999999998
KK,Q8s,0.8317,0.1683
KK,Q7s,0.8424,0.15759999999999996
KK,Q6s,0.84295,0.15705000000000002
KK,Q5s,0.84275,0.15725
KK,Q4s,0.84725,0.15275000000000005
KK,Q3s,0.8474,0.15259999999999996
KK,Q2s,0.85615,0.14385000000000003
KK,AJo,0.7203,0.27969999999999995
KK,KJo,0.856,0.14400000000000002
KK,QJo,0.8683,0.13170000000000004
KK,JJ,0.81275,0.18725000000000003
KK,JTs,0.80225,0.19774999999999998
KK,J9s,0.8056,0.19440000000000002
KK,J8s,0.79875,0.20125000000000004
KK,J7s,0.8246,0.1754
KK,J6s,0.82625,0.17374999999999996
KK,J5s,0.83075,0.16925
KK,J4s,0.8392,0.16080000000000005
KK,J3s,0.83495,0.16505000000000003
KK,J2s,0.85305,0.14695000000000003
KK,ATo,0.7013,0.29869999999999997
KK,KTo,0.90255,0.09745000000000004
KK,QTo,0.854,0.14600000000000002
KK,JTo,0.8359,0.16410000000000002
KK,TT,0.80395,0.19604999999999995
KK,T9s,0.78355,0.21645000000000003
KK,T8s,0.7885,0.21150000000000002
KK,T7s,0.8051,0.19489999999999996
KK,T6s,0.80995,0.19005000000000005
KK,T5s,0.8313,0.16869999999999996
KK,T4s,0.82875,0.17125
KK,T3s,0.82275,0.17725000000000002
KK,T2s,0.845,0.15500000000000003
KK,A9o,0.71585,0.28415
KK,K9o,0.9238,0.07620000000000005
KK,Q9o,0.85955,0.14044999999999996
KK,J9o,0.84065,0.15935
KK,T9o,0.8297,0.1703
KK,99,0.81875,0.18125000000000002
KK,98s,0.78695,0.21304999999999996
KK,97s,0.7958,0.20420000000000005
KK,96s,0.8002,0.19979999999999998
KK,95s,0.8197,0.18030000000000002
KK,94s,0.8422,0.15780000000000005
KK,93s,0.8349,0.16510000000000002
KK,92s,0.83815,0.16185000000000005
KK,A8o,0.71005,0.28995000000000004
KK,K8o,0.88855,0.11145000000000005
KK,Q8o,0.87095,0.12905
KK,J8o,0.8459,0.15410000000000001
KK,T8o,0.8344,0.16559999999999997
KK,98o,0.8231,0.17689999999999995
KK,88,0.80875,0.19125000000000003
KK,87s,0.79555,0.20445000000000002
KK,86s,0.7908,0.20920000000000005
KK,85s,0.809,0.19099999999999995
KK,84s,0.80985,0.19015000000000004
KK,83s,0.84105,0.15895000000000004
KK,82s,0.8312,0.16879999999999995
KK,A7o,0.7166,0.2834
KK,K7o,0.87645,0.12355000000000005
KK,Q7o,0.87755,0.12244999999999995
KK,J7o,0.8649,0.1351
KK,T7o,0.8388,0.1612
KK,97o,0.83555,0.16444999999999999
KK,87o,0.8252,0.17479999999999996
KK,77,0.81615,0.18384999999999996
KK,76s,0.78025,0.21975
KK,75s,0.78405,0.21594999999999998
KK,74s,0.7941,0.20589999999999997
KK,73s,0.82,0.18000000000000005
KK,72s,0.8369,0.16310000000000002
KK,A6o,0.71115,0.28885000000000005
KK,K6o,0.93815,0.06184999999999996
KK,Q6o,0.87435,0.12565000000000004
KK,J6o,0.8799,0.12009999999999998
KK,T6o,0.85625,0.14375000000000004
KK,96o,0.8451,0.15490000000000004
KK,86o,0.8246,0.1754
KK,76o,0.8209,0.17910000000000004
KK,66,0.8155,0.1845
KK,65s,0.7742,0.2258
KK,64s,0.7876,0.21240000000000003
KK,63s,0.8194,0.18059999999999998
KK,62s,0.831,0.16900000000000004
KK,A5o,0.698,0.30200000000000005
KK,K5o,0.92855,0.07145000000000001
KK,Q5o,0.87895,0.12104999999999999
KK,J5o,0.8737,0.12629999999999997
KK,T5o,0.8622,0.13780000000000003
KK,95o,0.8598,0.1402
KK,85o,0.84315,0.15685000000000004
KK,75o,0.81825,0.18174999999999997
KK,65o,0.81565,0.18435
KK,55,0.80805,0.19194999999999995
KK,54s,0.7768,0.22319999999999995
KK,53s,0.7986,0.20140000000000002
KK,52s,0.8251,0.17490000000000006
KK,A4o,0.69485,0.30515000000000003
KK,K4o,0.93475,0.06525000000000003
KK,Q4o,0.88635,0.11365000000000003
KK,J4o,0.8834,0.11660000000000004
KK,T4o,0.8783,0.12170000000000003
KK,94o,0.8775,0.12250000000000005
KK,84o,0.85325,0.14675000000000005
KK,74o,0.84525,0.15475000000000005
KK,64o,0.8279,0.17210000000000003
KK,54o,0.8072,0.19279999999999997
KK,44,0.8265,0.1735
KK,43s,0.7905,0.20950000000000002
KK,42s,0.81005,0.18994999999999995
KK,A3o,0.7047,0.2953
KK,K3o,0.93415,0.06584999999999996
KK,Q3o,0.89265,0.10734999999999995
KK,J3o,0.8844,0.11560000000000004
KK,T3o,0.8884,0.11160000000000003
KK,93o,0.8705,0.12949999999999995
KK,83o,0.88075,0.11924999999999997
KK,73o,0.8556,0.14439999999999997
KK,63o,0.84835,0.15164999999999995
KK,53o,0.8324,0.16759999999999997
KK,43o,0.82395,0.17605000000000004
KK,33,0.81705,0.18294999999999995
KK,32s,0.8129,0.18710000000000004
KK,A2o,0.7078,0.2922
KK,K2o,0.8904,0.10960000000000003
KK,Q2o,0.88825,0.11175000000000002
KK,J2o,0.88745,0.11255000000000004
KK,T2o,0.8761,0.12390000000000001
KK,92o,0.88745,0.11255000000000004
KK,82o,0.88165,0.11834999999999996
KK,72o,0.89335,0.10665000000000002
KK,62o,0.863,0.137
KK,52o,0.8597,0.14029999999999998
KK,42o,0.8572,0.14280000000000004
KK,32o,0.84675,0.15325
KK,22,0.81125,0.18874999999999997
KQs,KJs,0.7547,0.24529999999999996
KQs,KTs,0.74645,0.25355000000000005
KQs,K9s,0.74565,0.25434999999999997
KQs,K8s,0.7106,0.2894
KQs,K7s,0.74755,0.25244999999999995
KQs,K6s,0.70455,0.29545
KQs,K5s,0.70925,0.29074999999999995
KQs,K4s,0.71205,0.28795000000000004
KQs,K3s,0.7572,0.24280000000000002
KQs,K2s,0.7201,0.27990000000000004
KQs,AQo,0.3043,0.6957
KQs,KQo,0.4998,0.5002
KQs,QQ,0.3557,0.6443
KQs,QJs,0.70505,0.29495000000000005
KQs,QTs,0.7026,0.2974
KQs,Q9s,0.70505,0.29495000000000005
KQs,Q8s,0.72325,0.27675000000000005
KQs,Q7s,0.7638,0.23619999999999997
KQs,Q6s,0.7142,0.28580000000000005
KQs,Q5s,0.72135,0.27864999999999995
KQs,Q4s,0.7289,0.2711
KQs,Q3s,0.7246,0.2754
KQs,Q2s,0.76745,0.23255000000000003
KQs,AJo,0.42855,0.57145
KQs,KJo,0.74955,0.25044999999999995
KQs,QJo,0.75275,0.24724999999999997
KQs,JJ,0.46895,0.53105
KQs,JTs,0.62325,0.37675000000000003
KQs,J9s,0.66685,0.33314999999999995
KQs,J8s,0.6435,0.35650000000000004
KQs,J7s,0.6585,0.3415
KQs,J6s,0.6614,0.3386
KQs,J5s,0.69915,0.30084999999999995
KQs,J4s,0.6599,0.34009999999999996
KQs,J3s,0.67195,0.32804999999999995
KQs,J2s,0.6578,0.34219999999999995
KQs,ATo,0.4345,0.5655
KQs,KTo,0.7425,0.25749999999999995
KQs,QTo,0.74605,0.25395
KQs,JTo,0.65835,0.34165
KQs,TT,0.4702,0.5298
KQs,T9s,0.6575,0.3425
KQs,T8s,0.62445,0.37555000000000005
KQs,T7s,0.64085,0.35914999999999997
KQs,T6s,0.65285,0.34714999999999996
KQs,T5s,0.654,0.346
KQs,T4s,0.6559,0.34409999999999996
KQs,T3s,0.6565,0.3435
KQs,T2s,0.66075,0.33925000000000005
KQs,A9o,0.44775,0.55225
KQs,K9o,0.7534,0.24660000000000004
KQs,Q9o,0.75365,0.24634999999999996
KQs,J9o,0.6728,0.32720000000000005
KQs,T9o,0.65675,0.34325000000000006
KQs,99,0.4689,0.5311
KQs,98s,0.64945,0.35055000000000003
KQs,97s,0.65635,0.34365
KQs,96s,0.6306,0.36939999999999995
KQs,95s,0.6776,0.3224
KQs,94s,0.6563,0.3437
KQs,93s,0.6497,0.35029999999999994
KQs,92s,0.6819,0.31810000000000005
KQs,A8o,0.45535,0.5446500000000001
KQs,K8o,0.7543,0.24570000000000003
KQs,Q8o,0.7667,0.23329999999999995
KQs,J8o,0.67765,0.32235
KQs,T8o,0.67175,0.32825000000000004
KQs,98o,0.66,0.33999999999999997
KQs,88,0.48615,0.5138499999999999
KQs,87s,0.6183,0.38170000000000004
KQs,86s,0.61555,0.38444999999999996
KQs,85s,0.63475,0.36524999999999996
KQs,84s,0.64515,0.35485
KQs,83s,0.65795,0.34204999999999997
KQs,82s,0.6583,0.3417
KQs,A7o,0.4656,0.5344
KQs,K7o,0.75075,0.24924999999999997
KQs,Q7o,0.764,0.236
KQs,J7o,0.69075,0.30925
KQs,T7o,0.67505,0.32494999999999996
KQs,97o,0.66565,0.33435000000000004
KQs,87o,0.6618,0.33819999999999995
KQs,77,0.49365,0.5063500000000001
KQs,76s,0.6286,0.37139999999999995
KQs,75s,0.62505,0.37495
KQs,74s,0.63375,0.36624999999999996
KQs,73s,0.6817,0.3183
KQs,72s,0.6949,0.30510000000000004
KQs,A6o,0.453,0.5469999999999999
KQs,K6o,0.748,0.252
KQs,Q6o,0.7619,0.23809999999999998
KQs,J6o,0.69715,0.30284999999999995
KQs,T6o,0.6844,0.3156
KQs,96o,0.67175,0.32825000000000004
KQs,86o,0.65295,0.34704999999999997
KQs,76o,0.65,0.35
KQs,66,0.49105,0.50895
KQs,65s,0.606,0.394
KQs,64s,0.62075,0.37925
KQs,63s,0.6716,0.3284
KQs,62s,0.64825,0.35175
KQs,A5o,0.45415,0.54585
KQs,K5o,0.7503,0.24970000000000003
KQs,Q5o,0.75555,0.24444999999999995
